City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,maracacume,-2.0428,-45.9592,89.87,53,57,6.22,BR,1707062577
364,laguna,38.421,-121.4238,53.06,94,100,8.01,US,1707062738
365,axim,4.8699,-2.2405,85.91,62,34,10.51,GH,1707062738
366,haiku-pauwela,20.9219,-156.3051,68.04,81,0,16.11,US,1707062738
367,peniche,39.3558,-9.3811,66.07,78,100,3.78,PT,1707062738
368,urumqi,43.801,87.6005,5.95,85,75,2.24,CN,1707062738
369,dali,25.7,100.1833,40.48,83,4,5.48,CN,1707062739
370,angaur state,6.906,134.13,81.36,83,80,17.54,PW,1707062739
371,lincoln,40.8,-96.667,38.17,94,100,13.8,US,1707062550
372,red chute,32.556,-93.6132,51.85,93,100,0.0,US,1707062739
373,guajara mirim,-10.7828,-65.3394,86.16,70,40,9.22,BR,1707062739
374,trevelin,-43.0858,-71.4639,67.48,21,79,2.44,AR,1707062739
375,crane,31.3974,-102.3501,52.48,26,0,25.17,US,1707062739
376,aykhal,66.0,111.5,-20.34,93,67,7.07,RU,1707062740
377,puerto deseado,-47.7503,-65.8938,73.89,32,82,29.04,AR,1707062740
378,hanceville,34.0607,-86.7675,46.51,86,100,13.18,US,1707062740
379,hadibu,12.65,54.0333,79.09,70,47,11.77,YE,1707062740
380,villa gesell,-37.2639,-56.973,70.05,51,72,12.88,AR,1707062740
381,vadso,70.0744,29.7487,26.76,74,40,14.97,NO,1707062740
382,arrifes,37.7667,-25.7,64.65,82,20,14.97,PT,1707062740
383,remire-montjoly,4.9167,-52.2667,89.64,66,75,14.97,GF,1707062741
384,greenville,35.6127,-77.3663,48.13,58,0,1.99,US,1707062661
385,ilha de mocambique,-15.0342,40.7358,83.28,74,81,6.51,MZ,1707062741
386,pankrushikha,53.8319,80.3406,28.53,93,100,17.31,RU,1707062535
387,intendente alvear,-35.2338,-63.592,86.79,21,90,13.18,AR,1707062481
388,lubang,13.8584,120.124,79.81,79,12,19.48,PH,1707062741
389,koppies,-27.2418,27.5742,82.87,29,80,13.38,ZA,1707062741
390,mount isa,-20.7333,139.5,78.57,89,99,6.91,AU,1707062741
391,shiprock,36.7855,-108.687,35.94,46,9,4.56,US,1707062741
392,kerema,-7.9631,145.7785,79.56,83,35,3.51,PG,1707062742
393,robertsport,6.7533,-11.3686,84.04,72,92,14.14,LR,1707062742
394,sterling,39.0062,-77.4286,47.21,49,0,6.91,US,1707062598
395,tomatlan,19.9333,-105.25,75.29,25,0,1.25,MX,1707062742
396,saham,24.1722,56.8886,71.53,39,23,12.82,OM,1707062742
397,tobol,52.6844,62.5794,23.4,90,100,15.32,KZ,1707062742
398,novodvinsk,64.4165,40.8122,20.95,93,100,9.86,RU,1707062742
399,east london,-33.0153,27.9116,77.94,78,0,19.57,ZA,1707062742
400,la palma,33.8464,-118.0467,56.17,82,75,6.91,US,1707062742
401,victorica,-36.2151,-65.4359,84.61,22,13,18.5,AR,1707062742
402,arkhara,49.4212,130.0842,-21.23,100,51,4.0,RU,1707062743
403,rawson,-43.3002,-65.1023,83.98,19,77,22.5,AR,1707062743
404,namibe,-15.1961,12.1522,82.11,72,59,11.05,AO,1707062743
405,new norfolk,-42.7826,147.0587,57.92,96,95,2.1,AU,1707062743
406,auki,-8.7676,160.7034,78.67,89,93,8.34,SB,1707062743
407,navolato,24.7672,-107.6944,62.78,42,0,4.72,MX,1707062743
408,arraial do cabo,-22.9661,-42.0278,87.66,66,75,16.11,BR,1707062743
409,kapuskasing,49.4169,-82.4331,21.29,93,75,1.14,CA,1707062454
410,bhanpura,24.513,75.7469,68.52,63,71,8.3,IN,1707062743
411,capim grosso,-11.3811,-40.0128,90.18,36,83,8.52,BR,1707062607
412,kushiro,42.975,144.3747,20.35,93,100,4.61,JP,1707062744
413,la toma,-33.0526,-65.6238,82.13,47,99,10.09,AR,1707062744
414,langfang,39.5097,116.6947,30.07,45,100,3.67,CN,1707062744
415,el porvenir,13.7617,-87.3458,83.53,54,21,4.9,HN,1707062744
416,salekhard,66.53,66.6019,-2.47,99,100,3.18,RU,1707062744
417,punasa,22.2333,76.4,78.66,32,1,1.52,IN,1707062744
418,burang,30.25,81.1667,12.24,94,100,8.57,CN,1707062744
419,robore,-18.3333,-59.75,98.6,30,51,4.32,BO,1707062745
420,japaratuba,-10.5933,-36.9403,85.28,57,71,10.04,BR,1707062745
421,corinto,37.9407,22.9573,54.9,73,4,7.54,GR,1707062745
422,cartagena del chaira,1.3349,-74.8429,78.3,85,100,3.56,CO,1707062745
423,aginskoye,51.1,114.53,-12.53,99,100,2.62,RU,1707062745
424,iquique,-20.2208,-70.1431,80.64,64,0,2.44,CL,1707062745
425,salym,60.0625,71.4789,9.14,95,100,7.16,RU,1707062745
426,prata,-19.3072,-48.9242,73.96,71,100,3.71,BR,1707062746
427,harper,4.375,-7.7169,85.62,68,71,10.94,LR,1707062746
428,stornoway,58.2093,-6.3865,43.38,89,75,11.5,GB,1707062746
429,rizhao,35.4275,119.4553,26.22,94,100,11.95,CN,1707062746
430,lerwick,60.1545,-1.1494,42.8,65,94,34.02,GB,1707062746
431,myanaung,18.2833,95.3167,71.13,38,0,4.9,MM,1707062746
432,mongo,12.1844,18.693,90.12,12,75,7.7,TD,1707062746
433,jaciara,-15.9653,-54.9683,75.2,82,98,3.83,BR,1707062672
434,barcelos,41.5388,-8.6151,66.92,62,70,3.8,PT,1707062747
435,pacific grove,36.6177,-121.9166,58.42,85,100,19.57,US,1707062747
436,banda aceh,5.5577,95.3222,78.6,84,96,11.05,ID,1707062747
437,maputo,-25.9653,32.5892,83.88,61,20,17.27,MZ,1707062616
438,happy valley-goose bay,53.3168,-60.3315,-10.89,77,20,2.3,CA,1707062747
439,kintinku,-5.8833,35.2333,73.58,85,100,5.32,TZ,1707062747
440,lata,40.1629,-8.3327,64.4,50,87,2.86,PT,1707062747
441,qui nhon,13.7667,109.2333,72.93,91,31,3.22,VN,1707062747
442,vera,-29.4593,-60.2126,100.92,25,48,1.5,AR,1707062747
443,ishinomaki,38.4167,141.3,36.46,60,48,14.94,JP,1707062748
444,hovd,48.0056,91.6419,-2.2,90,26,1.45,MN,1707062748
445,queenstown,-31.8976,26.8753,64.26,78,91,1.25,ZA,1707062453
446,santana,-0.0583,-51.1817,89.78,62,40,10.36,BR,1707062748
447,sakchu-up,40.3894,125.0467,17.11,85,100,4.09,KP,1707062748
448,howrah,22.5892,88.3103,68.0,60,2,0.0,IN,1707062748
449,hadsund,56.7148,10.1168,42.57,93,100,21.92,DK,1707062748
450,kudahuvadhoo,2.6708,72.8944,82.38,78,32,15.5,MV,1707062748
451,carutapera,-1.195,-46.02,88.34,59,18,10.92,BR,1707062748
452,chistopol',55.3631,50.6424,26.51,96,100,15.3,RU,1707062749
453,la'ie,21.6477,-157.9253,70.45,71,86,7.0,US,1707062749
454,narasannapeta,18.4167,84.05,72.46,88,3,2.39,IN,1707062749
455,chernyshevskiy,63.0128,112.4714,-27.71,100,85,2.42,RU,1707062749
456,yulinshi,38.2906,109.7494,21.22,97,46,6.58,CN,1707062749
457,villa de soto,-30.8552,-64.9995,99.09,22,9,18.95,AR,1707062749
458,picayune,30.5255,-89.6795,60.94,93,19,1.99,US,1707062704
459,guerrero negro,27.9769,-114.0611,59.72,64,0,6.4,MX,1707062749
460,cachoeirinha,-29.9511,-51.0939,97.88,55,20,9.22,BR,1707062749
461,north platte,41.1239,-100.7654,39.09,97,100,11.01,US,1707062750
462,itigi,-5.7,34.4833,68.56,93,100,4.65,TZ,1707062750
463,oqtosh,39.9214,65.9253,35.91,60,100,4.34,UZ,1707062750
464,el bauga,18.262,33.9081,72.28,16,15,13.65,SD,1707062750
465,humaita,-7.5061,-63.0208,75.09,98,100,2.64,BR,1707062750
466,timbuktu,16.7735,-3.0074,85.59,6,71,13.35,ML,1707062459
467,aver-o-mar,41.4078,-8.7812,67.32,67,0,4.61,PT,1707062750
468,shengli,37.4564,118.4856,25.81,79,100,8.28,CN,1707062750
469,lospalos,-8.5186,127.0025,74.73,93,100,3.38,TL,1707062751
470,cadale,2.7603,46.3222,79.92,81,31,21.5,SO,1707062751
471,kitimat,54.0524,-128.6534,25.18,73,11,1.99,CA,1707062751
472,tarauaca,-8.1614,-70.7656,90.16,56,85,3.42,BR,1707062751
473,dakhla,23.6848,-15.958,84.22,11,0,8.05,EH,1707062751
474,erenhot,43.6475,111.9767,11.41,96,100,5.17,CN,1707062751
475,maceio,-9.6658,-35.7353,92.64,52,40,12.66,BR,1707062751
476,broken hill,-31.95,141.4333,77.68,62,100,22.86,AU,1707062479
477,fortuna,40.5982,-124.1573,46.74,96,100,3.0,US,1707062751
478,la foa,-21.7108,165.8276,79.11,90,100,6.26,NC,1707062751
479,inyati,-19.6756,28.8469,79.43,37,10,6.15,ZW,1707062752
480,bushehr,28.9684,50.8385,62.69,42,0,13.8,IR,1707062752
481,shitanjing,39.2342,106.3439,24.01,74,3,3.11,CN,1707062752
482,laghouat,33.8,2.8651,59.63,29,0,3.85,DZ,1707062752
483,timimoun,29.2639,0.231,66.58,32,0,16.11,DZ,1707062752
484,drebkau,51.65,14.2167,49.08,71,100,10.0,DE,1707062752
485,los llanos de aridane,28.6585,-17.9182,67.75,53,0,17.27,ES,1707062752
486,port blair,11.6667,92.75,80.64,74,20,4.61,IN,1707062752
487,cooma,-36.2333,149.1333,75.83,49,100,10.98,AU,1707062464
488,harnosand,62.6323,17.9379,32.02,69,100,22.08,SE,1707062752
489,pointe michel,15.25,-61.3833,85.14,65,20,1.14,DM,1707062753
490,sao joao dos inhamuns,-6.0,-40.2833,96.53,28,3,13.02,BR,1707062753
491,matthew town,20.95,-73.6667,78.91,71,12,11.68,BS,1707062753
492,sao felix do xingu,-6.6447,-51.995,88.86,54,42,5.86,BR,1707062753
493,tartu,58.3806,26.7251,32.32,69,41,8.05,EE,1707062753
494,grand-lahou,5.1367,-5.0242,86.38,64,67,11.25,CI,1707062753
495,arangaon,18.6667,75.1833,80.62,29,0,2.39,IN,1707062753
496,jutai,-5.1833,-68.9,75.92,96,100,2.44,BR,1707062753
497,susanville,40.4163,-120.653,31.84,96,100,10.36,US,1707062753
498,boende,-0.2167,20.8667,88.65,40,64,2.37,CD,1707062754
499,sovetskaya gavan',48.9723,140.2878,-1.89,89,16,5.28,RU,1707062754
500,ghat,24.9647,10.1728,62.22,16,0,11.59,LY,1707062754
501,olyokminsk,60.3736,120.4264,-27.11,100,70,1.41,RU,1707062754
502,cameta,-2.2444,-49.4958,84.83,70,52,3.69,BR,1707062754
503,kingston,17.997,-76.7936,83.25,69,40,10.36,JM,1707062754
504,lorengau,-2.0226,147.2712,82.27,83,100,8.32,PG,1707062754
505,porto novo,6.4965,2.6036,91.22,36,48,9.86,BJ,1707062754
506,mata-utu,-13.2816,-176.1745,82.67,78,100,14.0,WF,1707062754
507,vila velha,-20.3297,-40.2925,87.75,72,20,11.5,BR,1707062755
508,tan-tan,28.438,-11.1032,76.95,15,100,23.02,MA,1707062755
509,ingeniero jacobacci,-41.3427,-69.5448,79.25,15,47,22.82,AR,1707062755
510,sharlyk,52.9167,54.75,29.1,96,100,20.83,RU,1707062755
511,ponta delgada,37.7333,-25.6667,66.92,82,20,14.97,PT,1707062755
512,juan griego,11.0817,-63.9655,84.33,58,86,14.97,VE,1707062755
513,san patricio,28.017,-97.5169,69.66,36,0,24.4,US,1707062755
514,nova sintra,14.8667,-24.7167,70.7,67,0,12.57,CV,1707062755
515,ha'il,27.5219,41.6907,59.02,26,0,4.61,SA,1707062755
516,newman,37.3138,-121.0208,52.29,91,100,8.99,US,1707062756
517,santa luzia,-19.7697,-43.8514,83.3,63,75,6.91,BR,1707062756
518,tol'yatti,53.5303,49.3461,32.9,97,100,18.01,RU,1707062756
519,campbell river,50.0163,-125.2446,35.46,100,40,8.05,CA,1707062756
520,jieshou,33.2634,115.3611,15.87,98,54,5.35,CN,1707062756
521,nogliki,51.8333,143.1667,-8.66,93,11,8.01,RU,1707062756
522,byron bay,-28.65,153.6167,73.71,80,98,9.64,AU,1707062756
523,the pas,53.8251,-101.2541,28.42,93,100,10.36,CA,1707062622
524,kone,-21.0595,164.8658,79.23,92,100,6.49,NC,1707062756
525,salair,54.2312,85.7972,25.29,91,100,17.07,RU,1707062756
526,suzun,53.7841,82.3116,27.39,90,100,15.26,RU,1707062757
527,altay,47.8667,88.1167,11.98,73,98,5.48,CN,1707062757
528,muroto-misakicho,33.2833,134.15,51.51,72,100,21.72,JP,1707062757
529,mayuge,0.4597,33.4803,74.61,65,99,9.71,UG,1707062757
530,mirny,62.5353,113.9611,-24.09,100,46,2.82,RU,1707062757
531,bayanaul,50.7889,75.6956,19.92,90,100,11.3,KZ,1707062757
532,touros,-5.1989,-35.4608,88.0,57,2,15.7,BR,1707062757
533,sorong,-0.8833,131.25,81.19,83,79,8.48,ID,1707062734
534,prado,-17.3411,-39.2208,84.7,58,49,8.39,BR,1707062758
535,labytnangi,66.6572,66.4183,-0.44,98,100,3.38,RU,1707062758
536,cannonvale,-20.2833,148.7,81.79,71,67,7.58,AU,1707062758
537,nevada,39.2502,-116.7512,25.65,59,100,5.46,US,1707062754
538,toamasina,-18.1667,49.3833,80.6,78,40,6.91,MG,1707062758
539,asmar,35.0333,71.3581,35.83,79,20,7.38,AF,1707062758
540,lahaina,20.8783,-156.6825,69.8,83,40,17.4,US,1707062528
541,ivdel',60.6911,60.4206,7.03,96,100,5.01,RU,1707062759
542,taksimo,56.3444,114.8794,-15.27,96,83,0.83,RU,1707062759
543,nicoya,10.1483,-85.452,87.89,46,73,2.86,CR,1707062759
544,labrador city,52.9463,-66.9114,1.31,60,75,0.0,CA,1707062601
545,toliara,-23.35,43.6667,80.37,79,53,4.65,MG,1707062759
546,poronaysk,49.2167,143.1167,-8.1,96,11,4.74,RU,1707062759
547,kolonia town,6.964,158.206,82.2,81,100,24.34,FM,1707062759
548,mweka,-4.85,21.5667,72.32,91,90,2.71,CD,1707062760
549,pergamino,-33.89,-60.5736,91.29,24,53,10.56,AR,1707062586
550,tazovsky,67.4667,78.7,7.21,96,100,7.34,RU,1707062760
551,kimberley,-28.7323,24.7623,85.69,39,75,5.75,ZA,1707062760
552,cayambe,0.05,-78.1333,63.66,80,98,1.32,EC,1707062760
553,nova vicosa,-17.8919,-39.3719,84.92,59,49,8.66,BR,1707062760
554,skikda,36.8762,6.9092,60.26,67,4,0.96,DZ,1707062760
555,lethem,3.3803,-59.7968,89.65,58,20,13.8,GY,1707062760
556,toktogul,41.8708,72.9402,23.72,76,95,3.11,KG,1707062760
557,totskoye,52.5248,52.7623,31.89,98,100,16.93,RU,1707062760
558,joao pinheiro,-17.7425,-46.1725,82.4,51,100,5.46,BR,1707062761
559,calama,-22.4667,-68.9333,70.29,37,0,21.85,CL,1707062761
560,mareeba,-17.0,145.4333,76.44,91,100,1.32,AU,1707062761
561,galle,6.0367,80.217,79.21,80,92,2.26,LK,1707062761
562,orlovskiy,46.8714,42.0592,39.97,88,99,17.09,RU,1707062761
563,mahmudabad,27.3,81.1167,56.88,88,88,4.56,IN,1707062761
564,ierapetra,35.01,25.7353,59.14,66,23,3.0,GR,1707062761
565,puerto carreno,6.189,-67.4859,82.38,83,40,4.61,CO,1707062761
566,falam,22.9167,93.6833,46.26,60,2,3.76,MM,1707062762
567,oroquieta,8.4858,123.8044,76.73,94,33,3.76,PH,1707062762
568,kunnamkulam,10.65,76.0833,78.04,83,59,5.23,IN,1707062762
569,mersa matruh,31.3525,27.2453,62.8,55,20,5.75,EG,1707062762
570,holmsund,63.706,20.3641,28.35,74,0,10.0,SE,1707062762
571,jwaneng,-24.6004,24.7303,91.71,17,88,7.16,BW,1707062762
572,nar'yan-mar,67.6713,53.087,2.1,87,90,8.99,RU,1707062762
573,arkhangel'sk,64.5401,40.5433,21.31,79,100,13.42,RU,1707062762
574,sittwe,20.15,92.9,70.34,62,0,13.33,MM,1707062763
575,portland,45.5234,-122.6762,40.05,95,100,5.99,US,1707062670
576,sainte-rose,16.3324,-61.6979,86.04,66,100,9.22,GP,1707062763
577,karsun,54.1994,46.9827,33.37,88,100,17.87,RU,1707062763
578,pielavesi,63.2333,26.75,25.23,94,100,9.86,FI,1707062763
579,letterkenny,54.95,-7.7333,55.29,88,100,20.67,IE,1707062763
580,piacabucu,-10.4056,-36.4344,86.18,63,53,10.6,BR,1707062763
581,el granada,37.5027,-122.4694,55.94,90,75,32.21,US,1707062763
582,cidreira,-30.1811,-50.2056,87.3,57,2,8.21,BR,1707062764
583,nizhnesortymskiy,62.4397,71.7603,-1.57,97,100,12.06,RU,1707062764
584,fuglafjordur,62.244,-6.814,36.07,77,57,20.0,FO,1707062764
585,moranbah,-22.0016,148.0466,75.2,76,100,9.31,AU,1707062764
586,tanumah,27.1,44.1333,59.83,28,33,12.62,SA,1707062764
587,turtas,58.9417,69.1325,6.71,98,100,2.57,RU,1707062764
588,oranjemund,-28.55,16.4333,71.96,74,0,11.36,NA,1707062765
589,manokwari,-0.8667,134.0833,79.07,85,89,6.89,ID,1707062765
590,mount gambier,-37.8333,140.7667,60.33,90,99,8.95,AU,1707062765
591,saint-francois,46.4154,3.9054,42.24,87,100,4.61,FR,1707062765
592,rio gallegos,-51.6226,-69.2181,77.05,41,0,19.57,AR,1707062765
593,gary,41.5934,-87.3464,41.14,84,0,11.5,US,1707062765
594,makueni boma,-1.8041,37.6203,70.36,73,98,3.42,KE,1707062765
595,ayutla de los libres,16.9,-99.2167,81.64,38,0,2.13,MX,1707062765
596,palikir - national government center,6.9248,158.1611,81.18,81,100,24.27,FM,1707062766
597,batavia,41.85,-88.3126,42.1,82,0,11.5,US,1707062766
598,murzuq,25.9155,13.9184,62.31,25,0,10.63,LY,1707062766
599,keelung,25.1283,121.7419,60.58,85,100,9.22,TW,1707062766
600,trairi,-3.2778,-39.2689,89.55,56,77,17.09,BR,1707062477
601,sinabang,2.4803,96.3801,81.81,76,88,3.78,ID,1707062766
